Train on 60000 samples, validate on 10000 samples
57472/60000 [===========================>..] - ETA: 1s - loss: 0.2251
57600/60000 [===========================>..] - ETA: 1s - loss: 0.2250
57728/60000 [===========================>..] - ETA: 0s - loss: 0.2249
57856/60000 [===========================>..] - ETA: 0s - loss: 0.2248
57984/60000 [===========================>..] - ETA: 0s - loss: 0.2246
58112/60000 [============================>.] - ETA: 0s - loss: 0.2245
58240/60000 [============================>.] - ETA: 0s - loss: 0.2244
58368/60000 [============================>.] - ETA: 0s - loss: 0.2243
58496/60000 [============================>.] - ETA: 0s - loss: 0.2242
58624/60000 [============================>.] - ETA: 0s - loss: 0.2241
58752/60000 [============================>.] - ETA: 0s - loss: 0.2240
58880/60000 [============================>.] - ETA: 0s - loss: 0.2239
59008/60000 [============================>.] - ETA: 0s - loss: 0.2238
59136/60000 [============================>.] - ETA: 0s - loss: 0.2236
59264/60000 [============================>.] - ETA: 0s - loss: 0.2235
59392/60000 [============================>.] - ETA: 0s - loss: 0.2234
59520/60000 [============================>.] - ETA: 0s - loss: 0.2233
59648/60000 [============================>.] - ETA: 0s - loss: 0.2231
59776/60000 [============================>.] - ETA: 0s - loss: 0.2230
59904/60000 [============================>.] - ETA: 0s - loss: 0.2229
60000/60000 [==============================] - 27s 455us/step - loss: 0.2228 - val_loss: 0.1774
Epoch 2/50

  128/60000 [..............................] - ETA: 26s - loss: 0.1737
  256/60000 [..............................] - ETA: 25s - loss: 0.1752
  384/60000 [..............................] - ETA: 25s - loss: 0.1750
  512/60000 [..............................] - ETA: 25s - loss: 0.1723
  640/60000 [..............................] - ETA: 25s - loss: 0.1704
  768/60000 [..............................] - ETA: 24s - loss: 0.1690
  896/60000 [..............................] - ETA: 25s - loss: 0.1666
 1024/60000 [..............................] - ETA: 25s - loss: 0.1665
 1152/60000 [..............................] - ETA: 25s - loss: 0.1654
 1280/60000 [..............................] - ETA: 25s - loss: 0.1650
 1408/60000 [..............................] - ETA: 25s - loss: 0.1650
 1536/60000 [..............................] - ETA: 24s - loss: 0.1642
 1664/60000 [..............................] - ETA: 24s - loss: 0.1644
 1792/60000 [..............................] - ETA: 24s - loss: 0.1653
 1920/60000 [..............................] - ETA: 24s - loss: 0.1663
 2048/60000 [>.............................] - ETA: 24s - loss: 0.1666
 2176/60000 [>.............................] - ETA: 24s - loss: 0.1663
 2304/60000 [>.............................] - ETA: 24s - loss: 0.1663
 2432/60000 [>.............................] - ETA: 24s - loss: 0.1658
 2560/60000 [>.............................] - ETA: 24s - loss: 0.1658
 2688/60000 [>.............................] - ETA: 24s - loss: 0.1654
 2816/60000 [>.............................] - ETA: 24s - loss: 0.1652
 2944/60000 [>.............................] - ETA: 24s - loss: 0.1652
 3072/60000 [>.............................] - ETA: 23s - loss: 0.1651
 3200/60000 [>.............................] - ETA: 23s - loss: 0.1648
 3328/60000 [>.............................] - ETA: 23s - loss: 0.1652
 3456/60000 [>.............................] - ETA: 23s - loss: 0.1654
 3584/60000 [>.............................] - ETA: 23s - loss: 0.1658
 3712/60000 [>.............................] - ETA: 23s - loss: 0.1662
 3840/60000 [>.............................] - ETA: 23s - loss: 0.1663
 3968/60000 [>.............................] - ETA: 23s - loss: 0.1665
 4096/60000 [=>............................] - ETA: 23s - loss: 0.1668
 4224/60000 [=>............................] - ETA: 23s - loss: 0.1666
 4352/60000 [=>............................] - ETA: 23s - loss: 0.1665
 4480/60000 [=>............................] - ETA: 23s - loss: 0.1663
 4608/60000 [=>............................] - ETA: 23s - loss: 0.1663
 4736/60000 [=>............................] - ETA: 23s - loss: 0.1661
 4864/60000 [=>............................] - ETA: 23s - loss: 0.1660
 4992/60000 [=>............................] - ETA: 23s - loss: 0.1662
 5120/60000 [=>............................] - ETA: 23s - loss: 0.1663
 5248/60000 [=>............................] - ETA: 23s - loss: 0.1664
 5376/60000 [=>............................] - ETA: 22s - loss: 0.1664
 5504/60000 [=>............................] - ETA: 22s - loss: 0.1663
 5632/60000 [=>............................] - ETA: 22s - loss: 0.1662
 5760/60000 [=>............................] - ETA: 22s - loss: 0.1661
 5888/60000 [=>............................] - ETA: 22s - loss: 0.1660
 6016/60000 [==>...........................] - ETA: 22s - loss: 0.1657
 6144/60000 [==>...........................] - ETA: 22s - loss: 0.1655
 6272/60000 [==>...........................] - ETA: 22s - loss: 0.1655
 6400/60000 [==>...........................] - ETA: 22s - loss: 0.1653
 6528/60000 [==>...........................] - ETA: 22s - loss: 0.1653
 6656/60000 [==>...........................] - ETA: 22s - loss: 0.1654
 6784/60000 [==>...........................] - ETA: 22s - loss: 0.1656
 6912/60000 [==>...........................] - ETA: 22s - loss: 0.1655
 7040/60000 [==>...........................] - ETA: 22s - loss: 0.1657
 7168/60000 [==>...........................] - ETA: 22s - loss: 0.1657
 7296/60000 [==>...........................] - ETA: 22s - loss: 0.1656
 7424/60000 [==>...........................] - ETA: 22s - loss: 0.1656
 7552/60000 [==>...........................] - ETA: 22s - loss: 0.1656
 7680/60000 [==>...........................] - ETA: 22s - loss: 0.1655
 7808/60000 [==>...........................] - ETA: 21s - loss: 0.1655
 7936/60000 [==>...........................] - ETA: 21s - loss: 0.1655
 8064/60000 [===>..........................] - ETA: 21s - loss: 0.1657
 8192/60000 [===>..........................] - ETA: 21s - loss: 0.1658
 8320/60000 [===>..........................] - ETA: 21s - loss: 0.1659
 8448/60000 [===>..........................] - ETA: 21s - loss: 0.1659
 8576/60000 [===>..........................] - ETA: 21s - loss: 0.1659
 8704/60000 [===>..........................] - ETA: 21s - loss: 0.1659
 8832/60000 [===>..........................] - ETA: 21s - loss: 0.1659
 8960/60000 [===>..........................] - ETA: 21s - loss: 0.1660
 9088/60000 [===>..........................] - ETA: 21s - loss: 0.1659
 9216/60000 [===>..........................] - ETA: 21s - loss: 0.1660
 9344/60000 [===>..........................] - ETA: 21s - loss: 0.1660
 9472/60000 [===>..........................] - ETA: 21s - loss: 0.1659
 9600/60000 [===>..........................] - ETA: 21s - loss: 0.1660
 9728/60000 [===>..........................] - ETA: 21s - loss: 0.1659
 9856/60000 [===>..........................] - ETA: 21s - loss: 0.1659
 9984/60000 [===>..........................] - ETA: 21s - loss: 0.1659
10112/60000 [====>.........................] - ETA: 20s - loss: 0.1658
10240/60000 [====>.........................] - ETA: 20s - loss: 0.1659
10368/60000 [====>.........................] - ETA: 20s - loss: 0.1658
10496/60000 [====>.........................] - ETA: 20s - loss: 0.1657
10624/60000 [====>.........................] - ETA: 20s - loss: 0.1656
10752/60000 [====>.........................] - ETA: 20s - loss: 0.1656
10880/60000 [====>.........................] - ETA: 20s - loss: 0.1656
11008/60000 [====>.........................] - ETA: 20s - loss: 0.1656
11136/60000 [====>.........................] - ETA: 20s - loss: 0.1657
11264/60000 [====>.........................] - ETA: 20s - loss: 0.1658
11392/60000 [====>.........................] - ETA: 20s - loss: 0.1658
11520/60000 [====>.........................] - ETA: 20s - loss: 0.1657
11648/60000 [====>.........................] - ETA: 20s - loss: 0.1657
11776/60000 [====>.........................] - ETA: 20s - loss: 0.1657
11904/60000 [====>.........................] - ETA: 20s - loss: 0.1655
12032/60000 [=====>........................] - ETA: 20s - loss: 0.1654
12160/60000 [=====>........................] - ETA: 20s - loss: 0.1654
12288/60000 [=====>........................] - ETA: 20s - loss: 0.1654
12416/60000 [=====>........................] - ETA: 20s - loss: 0.1655
12544/60000 [=====>........................] - ETA: 19s - loss: 0.1656
12672/60000 [=====>........................] - ETA: 19s - loss: 0.1655
12800/60000 [=====>........................] - ETA: 19s - loss: 0.1654
12928/60000 [=====>........................] - ETA: 19s - loss: 0.1654
13056/60000 [=====>........................] - ETA: 19s - loss: 0.1653
13184/60000 [=====>........................] - ETA: 19s - loss: 0.1652
13312/60000 [=====>........................] - ETA: 19s - loss: 0.1653
13440/60000 [=====>........................] - ETA: 19s - loss: 0.1653
13568/60000 [=====>........................] - ETA: 19s - loss: 0.1655
13696/60000 [=====>........................] - ETA: 19s - loss: 0.1655
13824/60000 [=====>........................] - ETA: 19s - loss: 0.1654
13952/60000 [=====>........................] - ETA: 19s - loss: 0.1653
14080/60000 [======>.......................] - ETA: 19s - loss: 0.1652
14208/60000 [======>.......................] - ETA: 19s - loss: 0.1651
14336/60000 [======>.......................] - ETA: 19s - loss: 0.1650
14464/60000 [======>.......................] - ETA: 19s - loss: 0.1649
14592/60000 [======>.......................] - ETA: 19s - loss: 0.1648
14720/60000 [======>.......................] - ETA: 19s - loss: 0.1648
14848/60000 [======>.......................] - ETA: 19s - loss: 0.1648
14976/60000 [======>.......................] - ETA: 19s - loss: 0.1648
15104/60000 [======>.......................] - ETA: 18s - loss: 0.1648
15232/60000 [======>.......................] - ETA: 18s - loss: 0.1648
15360/60000 [======>.......................] - ETA: 18s - loss: 0.1648
15488/60000 [======>.......................] - ETA: 18s - loss: 0.1647
15616/60000 [======>.......................] - ETA: 18s - loss: 0.1646
15744/60000 [======>.......................] - ETA: 18s - loss: 0.1645
15872/60000 [======>.......................] - ETA: 18s - loss: 0.1644
16000/60000 [=======>......................] - ETA: 18s - loss: 0.1644
16128/60000 [=======>......................] - ETA: 18s - loss: 0.1644
16256/60000 [=======>......................] - ETA: 18s - loss: 0.1644
16384/60000 [=======>......................] - ETA: 18s - loss: 0.1644
16512/60000 [=======>......................] - ETA: 18s - loss: 0.1643
16640/60000 [=======>......................] - ETA: 18s - loss: 0.1643
16768/60000 [=======>......................] - ETA: 18s - loss: 0.1642
16896/60000 [=======>......................] - ETA: 18s - loss: 0.1642
17024/60000 [=======>......................] - ETA: 18s - loss: 0.1642
17152/60000 [=======>......................] - ETA: 18s - loss: 0.1642
17280/60000 [=======>......................] - ETA: 18s - loss: 0.1642
17408/60000 [=======>......................] - ETA: 18s - loss: 0.1642
17536/60000 [=======>......................] - ETA: 18s - loss: 0.1642
17664/60000 [=======>......................] - ETA: 18s - loss: 0.1642
17792/60000 [=======>......................] - ETA: 18s - loss: 0.1641
17920/60000 [=======>......................] - ETA: 18s - loss: 0.1641
18048/60000 [========>.....................] - ETA: 18s - loss: 0.1641
18176/60000 [========>.....................] - ETA: 18s - loss: 0.1641
18304/60000 [========>.....................] - ETA: 18s - loss: 0.1641
18432/60000 [========>.....................] - ETA: 18s - loss: 0.1641
18560/60000 [========>.....................] - ETA: 17s - loss: 0.1641
18688/60000 [========>.....................] - ETA: 17s - loss: 0.1640
18816/60000 [========>.....................] - ETA: 17s - loss: 0.1640
18944/60000 [========>.....................] - ETA: 17s - loss: 0.1639
19072/60000 [========>.....................] - ETA: 17s - loss: 0.1639
19200/60000 [========>.....................] - ETA: 17s - loss: 0.1638
19328/60000 [========>.....................] - ETA: 17s - loss: 0.1638
19456/60000 [========>.....................] - ETA: 17s - loss: 0.1638
19584/60000 [========>.....................] - ETA: 17s - loss: 0.1638
19712/60000 [========>.....................] - ETA: 17s - loss: 0.1637
19840/60000 [========>.....................] - ETA: 17s - loss: 0.1637
19968/60000 [========>.....................] - ETA: 17s - loss: 0.1638
20096/60000 [=========>....................] - ETA: 17s - loss: 0.1637
20224/60000 [=========>....................] - ETA: 17s - loss: 0.1637
20352/60000 [=========>....................] - ETA: 17s - loss: 0.1636
20480/60000 [=========>....................] - ETA: 17s - loss: 0.1636
20608/60000 [=========>....................] - ETA: 17s - loss: 0.1636
20736/60000 [=========>....................] - ETA: 17s - loss: 0.1635
20864/60000 [=========>....................] - ETA: 17s - loss: 0.1635
20992/60000 [=========>....................] - ETA: 17s - loss: 0.1635
21120/60000 [=========>....................] - ETA: 16s - loss: 0.1635
21248/60000 [=========>....................] - ETA: 16s - loss: 0.1634
